GrowthCurveComponentID,Age,MerchVolume
1,147,198.960634
1,148,199.0428802
1,149,199.1158696
1,150,199.1797162
1,151,199.2345331
1,152,199.2804323
1,153,199.3175249
1,154,199.3459208
1,155,199.365729
1,156,199.3770574
1,157,199.3800129
1,158,199.3747016
1,159,199.3612284
1,160,199.3396973
1,161,199.3102112
1,162,199.2728723
1,163,199.2277817
1,164,199.1750394
1,165,199.1147448
1,166,199.046996
1,167,198.9718905
1,168,198.8895246
1,169,198.7999938
1,170,198.7033928
1,171,198.5998153
1,172,198.4893541
1,173,198.3721011
1,174,198.2481474
1,175,198.1175832
1,176,197.9804979
1,177,197.8369798
1,178,197.6871166
1,179,197.5309951
1,180,197.3687013
1,181,197.2003202
1,182,197.0259361
1,183,196.8456326
1,184,196.6594923
1,185,196.4675971
1,186,196.2700281
1,187,196.0668655
1,188,195.8581888
1,189,195.6440768
1,190,195.4246074
1,191,195.1998579
1,192,194.9699047
1,193,194.7348234
1,194,194.494689
1,195,194.2495757
1,196,193.999557
1,197,193.7447056
1,198,193.4850936
1,199,193.2207922
1,200,192.9518722
1,201,192.6784032
1,202,192.4004547
1,203,192.1180951
1,204,191.8313921
1,205,191.5404131
1,206,191.2452244
1,207,190.9458918
1,208,190.6424806
1,209,190.3350551
1,210,190.0236793
1,211,189.7084163
1,212,189.3893288
1,213,189.0664785
1,214,188.7399268
1,215,188.4097343
1,216,188.0759612
1,217,187.7386668
1,218,187.39791
1,219,187.053749
1,220,186.7062414
1,221,186.3554442
1,222,186.001414
1,223,185.6442065
1,224,185.283877
1,225,184.9204804
1,226,184.5540706
1,227,184.1847013
1,228,183.8124255
1,229,183.4372957
1,230,183.0593638
1,231,182.6786812
1,232,182.2952987
1,233,181.9092667
1,234,181.5206349
1,235,181.1294525
1,236,180.7357684
1,237,180.3396306
1,238,179.941087
1,239,179.5401847
1,240,179.1369705
1,241,178.7314904
1,242,178.3237903
1,243,177.9139153
1,244,177.5019101
1,245,177.0878191
1,246,176.671686
1,247,176.2535541
1,248,175.8334661
1,249,175.4114646
1,250,174.9875914
2,0,0
2,1,3.139662461
2,2,6.334449498
2,3,9.524587583
2,4,12.6971164
2,5,15.84595403
2,6,18.96761423
2,7,22.05988734
2,8,25.12128988
2,9,28.15079218
2,10,31.14766757
2,11,34.11140181
2,12,37.04163542
2,13,39.93812504
2,14,42.8007166
2,15,45.62932606
2,16,48.42392526
2,17,51.1845312
2,18,53.91119788
2,19,56.60400984
2,20,59.26307709
2,21,61.88853104
2,22,64.48052117
2,23,67.03921229
2,24,69.56478229
2,25,72.05742023
2,26,74.5173248
2,27,76.94470287
2,28,79.33976842
2,29,81.70274152
2,30,84.03384745
2,31,86.33331597
2,32,88.60138069
2,33,90.83827847
2,34,93.04424892
2,35,95.21953398
2,36,97.36437754
2,37,99.47902503
2,38,101.5637232
2,39,103.6187197
2,40,105.6442631
2,41,107.6406024
2,42,109.6079868
2,43,111.5466658
2,44,113.4568889
2,45,115.3389054
2,46,117.1929644
2,47,119.0193143
2,48,120.8182032
2,49,122.5898787
2,50,124.3345874
2,51,126.0525753
2,52,127.7440875
2,53,129.4093682
2,54,131.0486604
2,55,132.6622062
2,56,134.2502468
2,57,135.8130219
2,58,137.3507702
2,59,138.8637292
2,60,140.3521349
2,61,141.8162223
2,62,143.256225
2,63,144.672375
2,64,146.0649033
2,65,147.4340393
2,66,148.780011
2,67,150.1030449
2,68,151.4033663
2,69,152.6811987
2,70,153.9367644
2,71,155.1702841
2,72,156.3819771
2,73,157.572061
2,74,158.740752
2,75,159.8882649
2,76,161.0148129
2,77,162.1206076
2,78,163.2058592
2,79,164.2707762
2,80,165.3155657
2,81,166.3404334
2,82,167.3455832
2,83,168.3312175
2,84,169.2975375
2,85,170.2447424
2,86,171.1730303
2,87,172.0825975
2,88,172.9736389
2,89,173.8463478
2,90,174.7009161
2,91,175.5375341
2,92,176.3563906
2,93,177.1576731
2,94,177.9415672
2,95,178.7082574
2,96,179.4579266
2,97,180.1907561
2,98,180.9069258
2,99,181.6066143
2,100,182.2899985
2,101,182.957254
2,102,183.6085548
2,103,184.2440737
2,104,184.8639818
2,105,185.4684491
2,106,186.0576438
2,107,186.631733
2,108,187.1908823
2,109,187.7352558
2,110,188.2650164
2,111,188.7803255
2,112,189.2813432
2,113,189.7682281
2,114,190.2411377
2,115,190.7002278
2,116,191.1456532
2,117,191.5775673
2,118,191.9961219
2,119,192.4014679
2,120,192.7937546
2,121,193.1731301
2,122,193.5397412
2,123,193.8937335
2,124,194.2352512
2,125,194.5644373
2,126,194.8814335
2,127,195.1863804
2,128,195.4794171
2,129,195.7606818
2,130,196.0303113
2,131,196.288441
2,132,196.5352055
2,133,196.7707378
2,134,196.9951701
2,135,197.2086331
2,136,197.4112565
2,137,197.6031688
2,138,197.7844974
2,139,197.9553683
2,140,198.1159067
2,141,198.2662365
2,142,198.4064805
2,143,198.5367603
2,144,198.6571967
2,145,198.767909
2,146,198.8690156
2,147,198.960634
2,148,199.0428802
2,149,199.1158696
2,150,199.1797162
2,151,199.2345331
2,152,199.2804323
2,153,199.3175249
2,154,199.3459208
2,155,199.365729
2,156,199.3770574
2,157,199.3800129
2,158,199.3747016
2,159,199.3612284
2,160,199.3396973
2,161,199.3102112
2,162,199.2728723
2,163,199.2277817
2,164,199.1750394
2,165,199.1147448
2,166,199.046996
2,167,198.9718905
2,168,198.8895246
2,169,198.7999938
2,170,198.7033928
2,171,198.5998153
2,172,198.4893541
2,173,198.3721011
2,174,198.2481474
2,175,198.1175832
2,176,197.9804979
2,177,197.8369798
2,178,197.6871166
2,179,197.5309951
2,180,197.3687013
2,181,197.2003202
2,182,197.0259361
2,183,196.8456326
2,184,196.6594923
2,185,196.4675971
2,186,196.2700281
2,187,196.0668655
2,188,195.8581888
2,189,195.6440768
2,190,195.4246074
2,191,195.1998579
2,192,194.9699047
2,193,194.7348234
2,194,194.494689
2,195,194.2495757
2,196,193.999557
2,197,193.7447056
2,198,193.4850936
2,199,193.2207922
2,200,192.9518722
2,201,192.6784032
2,202,192.4004547
2,203,192.1180951
2,204,191.8313921
2,205,191.5404131
2,206,191.2452244
2,207,190.9458918
2,208,190.6424806
2,209,190.3350551
2,210,190.0236793
2,211,189.7084163
2,212,189.3893288
2,213,189.0664785
2,214,188.7399268
2,215,188.4097343
2,216,188.0759612
2,217,187.7386668
2,218,187.39791
2,219,187.053749
2,220,186.7062414
2,221,186.3554442
2,222,186.001414
2,223,185.6442065
2,224,185.283877
2,225,184.9204804
2,226,184.5540706
2,227,184.1847013
2,228,183.8124255
2,229,183.4372957
2,230,183.0593638
2,231,182.6786812
2,232,182.2952987
2,233,181.9092667
2,234,181.5206349
2,235,181.1294525
2,236,180.7357684
2,237,180.3396306
2,238,179.941087
2,239,179.5401847
2,240,179.1369705
2,241,178.7314904
2,242,178.3237903
2,243,177.9139153
2,244,177.5019101
2,245,177.0878191
2,246,176.671686
2,247,176.2535541
2,248,175.8334661
2,249,175.4114646
2,250,174.9875914
3,0,0
3,1,3.139662461
3,2,6.334449498
3,3,9.524587583
3,4,12.6971164
3,5,15.84595403
3,6,18.96761423
3,7,22.05988734
3,8,25.12128988
3,9,28.15079218
3,10,31.14766757
3,11,34.11140181
3,12,37.04163542
3,13,39.93812504
3,14,42.8007166
3,15,45.62932606
3,16,48.42392526
3,17,51.1845312
3,18,53.91119788
3,19,56.60400984
3,20,59.26307709
3,21,61.88853104
3,22,64.48052117
3,23,67.03921229
3,24,69.56478229
3,25,72.05742023
3,26,74.5173248
3,27,76.94470287
3,28,79.33976842
3,29,81.70274152
3,30,84.03384745
3,31,86.33331597
3,32,88.60138069
3,33,90.83827847
3,34,93.04424892
3,35,95.21953398
3,36,97.36437754
3,37,99.47902503
3,38,101.5637232
3,39,103.6187197
3,40,105.6442631
3,41,107.6406024
3,42,109.6079868
3,43,111.5466658
3,44,113.4568889
3,45,115.3389054
3,46,117.1929644
3,47,119.0193143
3,48,120.8182032
3,49,122.5898787
3,50,124.3345874
3,51,126.0525753
3,52,127.7440875
3,53,129.4093682
3,54,131.0486604
3,55,132.6622062
3,56,134.2502468
3,57,135.8130219
3,58,137.3507702
3,59,138.8637292
3,60,140.3521349
3,61,141.8162223
3,62,143.256225
3,63,144.672375
3,64,146.0649033
3,65,147.4340393
3,66,148.780011
3,67,150.1030449
3,68,151.4033663
3,69,152.6811987
3,70,153.9367644
3,71,155.1702841
3,72,156.3819771
3,73,157.572061
3,74,158.740752
3,75,159.8882649
3,76,161.0148129
3,77,162.1206076
3,78,163.2058592
3,79,164.2707762
3,80,165.3155657
3,81,166.3404334
3,82,167.3455832
3,83,168.3312175
3,84,169.2975375
3,85,170.2447424
3,86,171.1730303
3,87,172.0825975
3,88,172.9736389
3,89,173.8463478
3,90,174.7009161
3,91,175.5375341
3,92,176.3563906
3,93,177.1576731
3,94,177.9415672
3,95,178.7082574
3,96,179.4579266
3,97,180.1907561
3,98,180.9069258
3,99,181.6066143
3,100,182.2899985
3,101,182.957254
3,102,183.6085548
3,103,184.2440737
3,104,184.8639818
3,105,185.4684491
3,106,186.0576438
3,107,186.631733
3,108,187.1908823
3,109,187.7352558
3,110,188.2650164
3,111,188.7803255
3,112,189.2813432
3,113,189.7682281
3,114,190.2411377
3,115,190.7002278
3,116,191.1456532
3,117,191.5775673
3,118,191.9961219
3,119,192.4014679
3,120,192.7937546
3,121,193.1731301
3,122,193.5397412
3,123,193.8937335
3,124,194.2352512
3,125,194.5644373
3,126,194.8814335
3,127,195.1863804
3,128,195.4794171
3,129,195.7606818
3,130,196.0303113
3,131,196.288441
3,132,196.5352055
3,133,196.7707378
3,134,196.9951701
3,135,197.2086331
3,136,197.4112565
3,137,197.6031688
3,138,197.7844974
3,139,197.9553683
3,140,198.1159067
3,141,198.2662365
3,142,198.4064805
3,143,198.5367603
3,144,198.6571967
3,145,198.767909
3,146,198.8690156
3,147,198.960634
3,148,199.0428802
3,149,199.1158696
3,150,199.1797162
3,151,199.2345331
3,152,199.2804323
3,153,199.3175249
3,154,199.3459208
3,155,199.365729
3,156,199.3770574
3,157,199.3800129
3,158,199.3747016
3,159,199.3612284
3,160,199.3396973
3,161,199.3102112
3,162,199.2728723
3,163,199.2277817
3,164,199.1750394
3,165,199.1147448
3,166,199.046996
3,167,198.9718905
3,168,198.8895246
3,169,198.7999938
3,170,198.7033928
3,171,198.5998153
3,172,198.4893541
3,173,198.3721011
3,174,198.2481474
3,175,198.1175832
3,176,197.9804979
3,177,197.8369798
3,178,197.6871166
3,179,197.5309951
3,180,197.3687013
3,181,197.2003202
3,182,197.0259361
3,183,196.8456326
3,184,196.6594923
3,185,196.4675971
3,186,196.2700281
3,187,196.0668655
3,188,195.8581888
3,189,195.6440768
3,190,195.4246074
3,191,195.1998579
3,192,194.9699047
3,193,194.7348234
3,194,194.494689
3,195,194.2495757
3,196,193.999557
3,197,193.7447056
3,198,193.4850936
3,199,193.2207922
3,200,192.9518722
3,201,192.6784032
3,202,192.4004547
3,203,192.1180951
3,204,191.8313921
3,205,191.5404131
3,206,191.2452244
3,207,190.9458918
3,208,190.6424806
3,209,190.3350551
3,210,190.0236793
3,211,189.7084163
3,212,189.3893288
3,213,189.0664785
3,214,188.7399268
3,215,188.4097343
3,216,188.0759612
3,217,187.7386668
3,218,187.39791
3,219,187.053749
3,220,186.7062414
3,221,186.3554442
3,222,186.001414
3,223,185.6442065
3,224,185.283877
3,225,184.9204804
3,226,184.5540706
3,227,184.1847013
3,228,183.8124255
3,229,183.4372957
3,230,183.0593638
3,231,182.6786812
3,232,182.2952987
3,233,181.9092667
3,234,181.5206349
3,235,181.1294525
3,236,180.7357684
3,237,180.3396306
3,238,179.941087
3,239,179.5401847
3,240,179.1369705
3,241,178.7314904
3,242,178.3237903
3,243,177.9139153
3,244,177.5019101
3,245,177.0878191
3,246,176.671686
3,247,176.2535541
3,248,175.8334661
3,249,175.4114646
3,250,174.9875914
4,0,0
4,1,1.124905263
4,2,3.192929771
4,3,5.842892085
4,4,8.933393322
4,5,12.37764601
4,6,16.11419543
4,7,20.09608822
4,8,24.2857147
4,9,28.65196876
4,10,33.16852532
4,11,37.81271997
4,12,42.56478099
4,13,47.40728031
4,14,52.32472774
4,15,57.30326257
4,16,62.33041366
4,17,67.39490895
4,18,72.48652183
4,19,77.59594509
4,20,82.71468632
4,21,87.83498008
4,22,92.94971325
4,23,98.05236121
4,24,103.1369326
4,25,108.1979212
4,26,113.2302642
4,27,118.2293045
4,28,123.1907583
4,29,128.1106856
4,30,132.9854639
4,31,137.8117645
4,32,142.5865313
4,33,147.3069615
4,34,151.9704879
4,35,156.5747627
4,36,161.117643
4,37,165.5971774
4,38,170.0115933
4,39,174.3592858
4,40,178.6388069
4,41,182.8488555
4,42,186.988269
4,43,191.056014
4,44,195.0511792
4,45,198.9729674
4,46,202.8206892
4,47,206.5937562
4,48,210.2916751
4,49,213.9140422
4,50,217.4605381
4,51,220.9309225
4,52,224.3250297
4,53,227.6427642
4,54,230.8840967
4,55,234.0490599
4,56,237.1377448
4,57,240.1502977
4,58,243.0869161
4,59,245.9478466
4,60,248.7333809
4,61,251.4438538
4,62,254.0796401
4,63,256.6411524
4,64,259.1288384
4,65,261.5431791
4,66,263.884686
4,67,266.1538997
4,68,268.3513878
4,69,270.4777427
4,70,272.5335803
4,71,274.5195384
4,72,276.4362745
4,73,278.284465
4,74,280.0648034
4,75,281.7779992
4,76,283.4247764
4,77,285.0058721
4,78,286.5220359
4,79,287.9740284
4,80,289.3626201
4,81,290.6885906
4,82,291.9527276
4,83,293.1558258
4,84,294.2986864
4,85,295.382116
4,86,296.4069259
4,87,297.3739312
4,88,298.2839505
4,89,299.1378049
4,90,299.9363174
4,91,300.6803123
4,92,301.3706147
4,93,302.00805
4,94,302.5934433
4,95,303.1276188
4,96,303.6113996
4,97,304.0456068
4,98,304.4310598
4,99,304.7685753
4,100,305.058967
4,101,305.3030456
4,102,305.501618
4,103,305.6554874
4,104,305.7654527
4,105,305.8323083
4,106,305.8568441
4,107,305.8398447
4,108,305.7820896
4,109,305.684353
4,110,305.5474033
4,111,305.3720031
4,112,305.1589089
4,113,304.9088712
4,114,304.622634
4,115,304.3009349
4,116,303.9445047
4,117,303.5540676
4,118,303.1303409
4,119,302.6740348
4,120,302.1858527
4,121,301.6664905
4,122,301.116637
4,123,300.5369737
4,124,299.9281747
4,125,299.2909065
4,126,298.6258283
4,127,297.9335917
4,128,297.2148405
4,129,296.4702112
4,130,295.7003324
4,131,294.905825
4,132,294.0873024
4,133,293.2453702
4,134,292.3806262
4,135,291.4936606
4,136,290.5850557
4,137,289.6553862
4,138,288.7052191
4,139,287.7351137
4,140,286.7456216
4,141,285.7372866
4,142,284.710645
4,143,283.6662255
4,144,282.6045491
4,145,281.5261294
4,146,280.4314721
4,147,279.3210759
4,148,278.1954316
4,149,277.055023
4,150,275.9003261
4,151,274.7318098
4,152,273.5499357
4,153,272.3551582
4,154,271.1479244
4,155,269.9286743
4,156,268.6978408
4,157,267.4558498
4,158,266.2031202
4,159,264.940064
4,160,263.6670863
4,161,262.3845854
4,162,261.0929528
4,163,259.7925734
4,164,258.4838254
4,165,257.1670806
4,166,255.842704
4,167,254.5110544
4,168,253.172484
4,169,251.827339
4,170,250.4759591
4,171,249.1186778
4,172,247.7558227
4,173,246.387715
4,174,245.0146704
4,175,243.6369981
4,176,242.2550019
4,177,240.8689795
4,178,239.4792231
4,179,238.0860192
4,180,236.6896486
4,181,235.2903866
4,182,233.8885031
4,183,232.4842626
4,184,231.0779242
4,185,229.6697418
4,186,228.2599642
4,187,226.8488348
4,188,225.4365921
4,189,224.0234698
4,190,222.6096963
4,191,221.1954954
4,192,219.7810859
4,193,218.366682
4,194,216.9524932
4,195,215.5387245
4,196,214.125576
4,197,212.7132437
4,198,211.301919
4,199,209.891789
4,200,208.4830364
4,201,207.0758398
4,202,205.6703735
4,203,204.2668078
4,204,202.8653089
4,205,201.466039
4,206,200.0691563
4,207,198.6748153
4,208,197.2831666
4,209,195.8943568
4,210,194.5085293
4,211,193.1258234
4,212,191.746375
4,213,190.3703165
4,214,188.9977768
4,215,187.6288813
4,216,186.263752
4,217,184.9025079
4,218,183.5452644
4,219,182.1921338
4,220,180.8432252
4,221,179.4986447
4,222,178.1584953
4,223,176.8228771
4,224,175.4918869
4,225,174.165619
4,226,172.8441647
4,227,171.5276125
4,228,170.2160479
4,229,168.9095542
4,230,167.6082116
4,231,166.3120979
4,232,165.0212883
4,233,163.7358553
4,234,162.4558692
4,235,161.1813976
4,236,159.9125059
4,237,158.6492571
4,238,157.3917119
4,239,156.1399287
4,240,154.8939636
4,241,153.6538706
4,242,152.4197017
4,243,151.1915066
4,244,149.969333
4,245,148.7532265
4,246,147.5432308
4,247,146.3393878
4,248,145.1417371
4,249,143.9503168
4,250,142.765163
5,0,0
5,1,1.124905263
5,2,3.192929771
5,3,5.842892085
5,4,8.933393322
5,5,12.37764601
5,6,16.11419543
5,7,20.09608822
5,8,24.2857147
5,9,28.65196876
5,10,33.16852532
5,11,37.81271997
5,12,42.56478099
5,13,47.40728031
5,14,52.32472774
5,15,57.30326257
5,16,62.33041366
5,17,67.39490895
5,18,72.48652183
5,19,77.59594509
5,20,82.71468632
5,21,87.83498008
5,22,92.94971325
5,23,98.05236121
5,24,103.1369326
5,25,108.1979212
5,26,113.2302642
5,27,118.2293045
5,28,123.1907583
5,29,128.1106856
5,30,132.9854639
5,31,137.8117645
5,32,142.5865313
5,33,147.3069615
5,34,151.9704879
5,35,156.5747627
5,36,161.117643
5,37,165.5971774
5,38,170.0115933
5,39,174.3592858
5,40,178.6388069
5,41,182.8488555
5,42,186.988269
5,43,191.056014
5,44,195.0511792
5,45,198.9729674
5,46,202.8206892
5,47,206.5937562
5,48,210.2916751
5,49,213.9140422
5,50,217.4605381
5,51,220.9309225
5,52,224.3250297
5,53,227.6427642
5,54,230.8840967
5,55,234.0490599
5,56,237.1377448
5,57,240.1502977
5,58,243.0869161
5,59,245.9478466
5,60,248.7333809
5,61,251.4438538
5,62,254.0796401
5,63,256.6411524
5,64,259.1288384
5,65,261.5431791
5,66,263.884686
5,67,266.1538997
5,68,268.3513878
5,69,270.4777427
5,70,272.5335803
5,71,274.5195384
5,72,276.4362745
5,73,278.284465
5,74,280.0648034
5,75,281.7779992
5,76,283.4247764
5,77,285.0058721
5,78,286.5220359
5,79,287.9740284
5,80,289.3626201
5,81,290.6885906
5,82,291.9527276
5,83,293.1558258
5,84,294.2986864
5,85,295.382116
5,86,296.4069259
5,87,297.3739312
5,88,298.2839505
5,89,299.1378049
5,90,299.9363174
5,91,300.6803123
5,92,301.3706147
5,93,302.00805
5,94,302.5934433
5,95,303.1276188
5,96,303.6113996
5,97,304.0456068
5,98,304.4310598
5,99,304.7685753
5,100,305.058967
5,101,305.3030456
5,102,305.501618
5,103,305.6554874
5,104,305.7654527
5,105,305.8323083
5,106,305.8568441
5,107,305.8398447
5,108,305.7820896
5,109,305.684353
5,110,305.5474033
5,111,305.3720031
5,112,305.1589089
5,113,304.9088712
5,114,304.622634
5,115,304.3009349
5,116,303.9445047
5,117,303.5540676
5,118,303.1303409
5,119,302.6740348
5,120,302.1858527
5,121,301.6664905
5,122,301.116637
5,123,300.5369737
5,124,299.9281747
5,125,299.2909065
5,126,298.6258283
5,127,297.9335917
5,128,297.2148405
5,129,296.4702112
5,130,295.7003324
5,131,294.905825
5,132,294.0873024
5,133,293.2453702
5,134,292.3806262
5,135,291.4936606
5,136,290.5850557
5,137,289.6553862
5,138,288.7052191
5,139,287.7351137
5,140,286.7456216
5,141,285.7372866
5,142,284.710645
5,143,283.6662255
5,144,282.6045491
5,145,281.5261294
5,146,280.4314721
5,147,279.3210759
5,148,278.1954316
5,149,277.055023
5,150,275.9003261
5,151,274.7318098
5,152,273.5499357
5,153,272.3551582
5,154,271.1479244
5,155,269.9286743
5,156,268.6978408
5,157,267.4558498
5,158,266.2031202
5,159,264.940064
5,160,263.6670863
5,161,262.3845854
5,162,261.0929528
5,163,259.7925734
5,164,258.4838254
5,165,257.1670806
5,166,255.842704
5,167,254.5110544
5,168,253.172484
5,169,251.827339
5,170,250.4759591
5,171,249.1186778
5,172,247.7558227
5,173,246.387715
5,174,245.0146704
5,175,243.6369981
5,176,242.2550019
5,177,240.8689795
5,178,239.4792231
5,179,238.0860192
5,180,236.6896486
5,181,235.2903866
5,182,233.8885031
5,183,232.4842626
5,184,231.0779242
5,185,229.6697418
5,186,228.2599642
5,187,226.8488348
5,188,225.4365921
5,189,224.0234698
5,190,222.6096963
5,191,221.1954954
5,192,219.7810859
5,193,218.366682
5,194,216.9524932
5,195,215.5387245
5,196,214.125576
5,197,212.7132437
5,198,211.301919
5,199,209.891789
5,200,208.4830364
5,201,207.0758398
5,202,205.6703735
5,203,204.2668078
5,204,202.8653089
5,205,201.466039
5,206,200.0691563
5,207,198.6748153
5,208,197.2831666
5,209,195.8943568
5,210,194.5085293
5,211,193.1258234
5,212,191.746375
5,213,190.3703165
5,214,188.9977768
5,215,187.6288813
5,216,186.263752
5,217,184.9025079
5,218,183.5452644
5,219,182.1921338
5,220,180.8432252
5,221,179.4986447
5,222,178.1584953
5,223,176.8228771
5,224,175.4918869
5,225,174.165619
5,226,172.8441647
5,227,171.5276125
5,228,170.2160479
5,229,168.9095542
5,230,167.6082116
5,231,166.3120979
5,232,165.0212883
5,233,163.7358553
5,234,162.4558692
5,235,161.1813976
5,236,159.9125059
5,237,158.6492571
5,238,157.3917119
5,239,156.1399287
5,240,154.8939636
5,241,153.6538706
5,242,152.4197017
5,243,151.1915066
5,244,149.969333
5,245,148.7532265
5,246,147.5432308
5,247,146.3393878
5,248,145.1417371
5,249,143.9503168
5,250,142.765163
6,0,0
6,1,1.124905263
6,2,3.192929771
6,3,5.842892085
6,4,8.933393322
6,5,12.37764601
6,6,16.11419543
6,7,20.09608822
6,8,24.2857147
6,9,28.65196876
6,10,33.16852532
6,11,37.81271997
6,12,42.56478099
6,13,47.40728031
6,14,52.32472774
6,15,57.30326257
6,16,62.33041366
6,17,67.39490895
6,18,72.48652183
6,19,77.59594509
6,20,82.71468632
6,21,87.83498008
6,22,92.94971325
6,23,98.05236121
6,24,103.1369326
6,25,108.1979212
6,26,113.2302642
6,27,118.2293045
6,28,123.1907583
6,29,128.1106856
6,30,132.9854639
6,31,137.8117645
6,32,142.5865313
6,33,147.3069615
6,34,151.9704879
6,35,156.5747627
6,36,161.117643
6,37,165.5971774
6,38,170.0115933
6,39,174.3592858
6,40,178.6388069
6,41,182.8488555
6,42,186.988269
6,43,191.056014
6,44,195.0511792
6,45,198.9729674
6,46,202.8206892
6,47,206.5937562
6,48,210.2916751
6,49,213.9140422
6,50,217.4605381
6,51,220.9309225
6,52,224.3250297
6,53,227.6427642
6,54,230.8840967
6,55,234.0490599
6,56,237.1377448
6,57,240.1502977
6,58,243.0869161
6,59,245.9478466
6,60,248.7333809
6,61,251.4438538
6,62,254.0796401
6,63,256.6411524
6,64,259.1288384
6,65,261.5431791
6,66,263.884686
6,67,266.1538997
6,68,268.3513878
6,69,270.4777427
6,70,272.5335803
6,71,274.5195384
6,72,276.4362745
6,73,278.284465
6,74,280.0648034
6,75,281.7779992
6,76,283.4247764
6,77,285.0058721
6,78,286.5220359
6,79,287.9740284
6,80,289.3626201
6,81,290.6885906
6,82,291.9527276
6,83,293.1558258
6,84,294.2986864
6,85,295.382116
6,86,296.4069259
6,87,297.3739312
6,88,298.2839505
6,89,299.1378049
6,90,299.9363174
6,91,300.6803123
6,92,301.3706147
6,93,302.00805
6,94,302.5934433
6,95,303.1276188
6,96,303.6113996
6,97,304.0456068
6,98,304.4310598
6,99,304.7685753
6,100,305.058967
6,101,305.3030456
6,102,305.501618
6,103,305.6554874
6,104,305.7654527
6,105,305.8323083
6,106,305.8568441
6,107,305.8398447
6,108,305.7820896
6,109,305.684353
6,110,305.5474033
6,111,305.3720031
6,112,305.1589089
6,113,304.9088712
6,114,304.622634
6,115,304.3009349
6,116,303.9445047
6,117,303.5540676
6,118,303.1303409
6,119,302.6740348
6,120,302.1858527
6,121,301.6664905
6,122,301.116637
6,123,300.5369737
6,124,299.9281747
6,125,299.2909065
6,126,298.6258283
6,127,297.9335917
6,128,297.2148405
6,129,296.4702112
6,130,295.7003324
6,131,294.905825
6,132,294.0873024
6,133,293.2453702
6,134,292.3806262
6,135,291.4936606
6,136,290.5850557
6,137,289.6553862
6,138,288.7052191
6,139,287.7351137
6,140,286.7456216
6,141,285.7372866
6,142,284.710645
6,143,283.6662255
6,144,282.6045491
6,145,281.5261294
6,146,280.4314721
6,147,279.3210759
6,148,278.1954316
6,149,277.055023
6,150,275.9003261
6,151,274.7318098
6,152,273.5499357
6,153,272.3551582
6,154,271.1479244
6,155,269.9286743
